ega_file_id	dataset_id	ega_sample_id	ega_analysis_accession	encrypted_file_md5sum	ega_run_id	project_code	file_name	file_size	submitter_sample_id	file_md5sum	ega_experiment_id
EGAF00001680639	EGAD00001003842	EGAN00001558919		b0e6b965e28201813d9fb3a7afeb5307	EGAR00001566508	ESAD-UK	LP6008269-DNA_B09.bam		LP6008269-DNA_B09	8c0a2a5a6d80e220413acd9c445b93a7	EGAX00001522274
EGAF00000560131	EGAD00001003842	EGAN00001202406		54615760395b82a72bf3f5c445191703	EGAR00001202499	ESAD-UK	LP6005500-DNA_A01.bam	210497000000	LP6005500-DNA_A01	a445a9b5778d4a66ab34ac56b35ec097	EGAX00001197155
EGAF00000560159	EGAD00001003842	EGAN00001202496		6ea2c0554cd41c5f033a4a06d7267c42	EGAR00001202527	ESAD-UK	LP6005499-DNA_E02.bam	102751000000	LP6005499-DNA_E02	9b46d818bad2e08943d5d226eb7cd377	EGAX00001197183
EGAF00000530869	EGAD00001003842	EGAN00001201473		6134b9d258dfa2228e952251a1007392	EGAR00001193657	ESAD-UK	LP2000104-DNA_A01.bam	143766000000	LP2000104-DNA_A01	f6736a22829b65e4901d320c8a81071e	EGAX00001188435
EGAF00000560137	EGAD00001003842	EGAN00001202412		e1864da748f16c9772daa0a9e164b884	EGAR00001202505	ESAD-UK	LP6005500-DNA_B02.bam	155224000000	LP6005500-DNA_B02	e8605e0eb1f5f3d41e9e08b651b46d33	EGAX00001197161
EGAF00000236535	EGAD00001003842	EGAN00001167687		d58ed34431cd5d6935a7ebe21b0e2ea0	EGAR00001131279	ESAD-UK	pilot2/SS6003111.bam	162878000000	SS6003111	4aca8b329253148e00b69a3ad4787677	EGAX00001127392
EGAF00000525260	EGAD00001003842	EGAN00001198214		f71b76a03cd63b293509a9aa55db93da	EGAR00001192996	ESAD-UK	SM-4AWN9.bam	96208288790	SM-4AWN9	e74453032b38ba18b2d1063cc068ff35	EGAX00001187774
EGAF00000525215	EGAD00001003842	EGAN00001198169		ff788b17ef65f9856b48375ffd7797e4	EGAR00001192951	ESAD-UK	LP6005408-DNA_B02.bam	114518000000	LP6005408-DNA_B02	ac62fda3cc7d53cb1bc44758c9914ce1	EGAX00001187729
EGAF00000525471	EGAD00001003842	EGAN00001198379		e2923a73d0cf456c2f93b26d250cfe63	EGAR00001193126	ESAD-UK	LP6005690-DNA_C03.bam	240275000000	LP6005690-DNA_C03	06cf0f2bf20eb4ed05804bb1d32a19d2	EGAX00001187904
EGAF00001680714	EGAD00001003842	EGAN00001558994		8f064f4d90c9c31ea28cde95cf8fd66f	EGAR00001566583	ESAD-UK	LP6008268-DNA_C09.bam		LP6008268-DNA_C09	01e0cf79881cb1143f36949c093d9317	EGAX00001522349
EGAF00000236544	EGAD00001003842	EGAN00001167696		c6a5b9c35f4139c154f9e06290ce3cce	EGAR00001131288	ESAD-UK	pilot2/SS6003307.bam	164508000000	SS6003307	69c72c455ca26603338b57ce59b01de1	EGAX00001127401
EGAF00000560172	EGAD00001003842	EGAN00001202509		049745882c6ee63e202de952edef1332	EGAR00001202540	ESAD-UK	LP6005500-DNA_E01.bam	171974000000	LP6005500-DNA_E01	47917c3a3641024b198cd6978b8c5f82	EGAX00001197196
EGAF00000661634	EGAD00001003842	EGAN00001246618		5f96f3f6d314c1959dd66139cfc8bb36	EGAR00001253337	ESAD-UK	LP6005979-DNA_B01.bam		LP6005979-DNA_B01	9487e1c5a24099ba62caade102021ef8	EGAX00001238237
EGAF00000586518	EGAD00001003842	EGAN00001213574		891c6e7945d3575096f55afcf7605156	EGAR00001219074	ESAD-UK	SM-4JPUU.bam	113190000000	SM-4JPUU	928d23a1690fc5499fb5e85c7eb68dd0	EGAX00001207516
EGAF00000661628	EGAD00001003842	EGAN00001246612		84cde80cbcdd3479c4642f6b02fb2894	EGAR00001253331	ESAD-UK	LP6005934-DNA_E01.bam	95329632822	LP6005934-DNA_E01	cdc4381eeebfc5a53305c8adfb1ef962	EGAX00001238231
EGAF00000525242	EGAD00001003842	EGAN00001198196		4d5ce8bf90e64564fd923ef8bf4aeb60	EGAR00001192978	ESAD-UK	LP6005496-DNA_A01.bam	150745000000	LP6005496-DNA_A01	731495514d27d8c4358cffffec5e5e74	EGAX00001187756
EGAF00001415447	EGAD00001003842	EGAN00001467537		7a51944f11fe70536d9759bae0a4ff86	EGAR00001500351	ESAD-UK	LP6008264-DNA_B03.bam	65822886627	LP6008264-DNA_B03	3fc8d62ae500e21fc0adb7954436ed2d	EGAX00001462789
EGAF00000525483	EGAD00001003842	EGAN00001198391		db84e6bc91bfa848e998104ef99a4711	EGAR00001193138	ESAD-UK	LP6005690-DNA_F02.bam	267610000000	LP6005690-DNA_F02	a01d09a9071046a5600f19e0de97696b	EGAX00001187916
EGAF00000560148	EGAD00001003842	EGAN00001202485		a666d4b3eee2ee86e5ba888e679c290b	EGAR00001202516	ESAD-UK	LP6005499-DNA_B01.bam	105119000000	LP6005499-DNA_B01	bb2388701034016bb6168562ae810d6b	EGAX00001197172
EGAF00000530866	EGAD00001003842	EGAN00001201470		997167634758af2ea2e5e005630cf01c	EGAR00001193654	ESAD-UK	LP2000107-DNA_A01.bam	132675000000	LP2000107-DNA_A01	5763d305c4faad934ef316497adb5562	EGAX00001188432
EGAF00001415432	EGAD00001003842	EGAN00001467522		8b986e5f976860eab92f4715bfbb46de	EGAR00001500336	ESAD-UK	LP6008264-DNA_B01.bam	64414559223	LP6008264-DNA_B01	4f0a7d9deb3dcf738bc5042897534203	EGAX00001462774
EGAF00000586507	EGAD00001003842	EGAN00001213563		70a4d19e3bcc7ee2a4af52c613287a74	EGAR00001219063	ESAD-UK	LP6005334-DNA_C02.bam	176978000000	LP6005334-DNA_C02	ea4af0fa0d742478664d39b3fa8374bf	EGAX00001207505
EGAF00000814147	EGAD00001003842	EGAN00001277414		2e9a2f85e9ef86e767131ca71015c1ee	EGAR00001325045	ESAD-UK	LP6008031-DNA_C02.bam	114115000000	LP6008031-DNA_C02	6301dad6b0d9e994b9b23e82129214b1	EGAX00001296331
EGAF00000586524	EGAD00001003842	EGAN00001213580		b7199d9534a8abf6788451cb1028886d	EGAR00001219080	ESAD-UK	LP6005333-DNA_H01.bam	107541000000	LP6005333-DNA_H01	39ccfbf801b4d3f001d0983fbe5d22c1	EGAX00001207522
EGAF00000814112	EGAD00001003842	EGAN00001277442		2fb85038abba33da56aed53148d6ad36	EGAR00001325073	ESAD-UK	LP6008051-DNA_E01.bam	77276895815	LP6008051-DNA_E01	45d45efcd8359239fd902219a9d86f9b	EGAX00001296359
EGAF00000236556	EGAD00001003842	EGAN00001167708		dbf46b02a352f5f80bbf223a0448cb02	EGAR00001131300	ESAD-UK	pilot2/SS6003128.bam	182760000000	SS6003128	8dabf967238fa8a0495ff551b7a93a9c	EGAX00001127413
EGAF00001680705	EGAD00001003842	EGAN00001558985		c39d0ffa0a7380af7a814a57ce91cb66	EGAR00001566574	ESAD-UK	LP6008268-DNA_B08.bam		LP6008268-DNA_B08	e46db3a67b5ead5853a7b15f079dff53	EGAX00001522340
EGAF00000661623	EGAD00001003842	EGAN00001246602		34c2247491d9d48ad7b16c6aa5b45935	EGAR00001253321	ESAD-UK	LP6005935-DNA_C04.bam	150145000000	LP6005935-DNA_C04	6b812855679dffadf5ead8609ee3e89c	EGAX00001238221
EGAF00000586519	EGAD00001003842	EGAN00001213575		512647fe1abbf1fb02b63d5ce8ba6c4a	EGAR00001219075	ESAD-UK	LP6005333-DNA_C01.bam	105283000000	LP6005333-DNA_C01	95d6c19e96a73cfadb1164af137dec6b	EGAX00001207517
EGAF00000525263	EGAD00001003842	EGAN00001198217		5a18521851a3850dca189130aa74c5cc	EGAR00001192999	ESAD-UK	SM-4AWNC.bam	95031989783	SM-4AWNC	3d0f2cbd3630f2bf53fab2ab0b114eca	EGAX00001187777
EGAF00000586533	EGAD00001003842	EGAN00001213589		0e120fe3b76a0504934c2788545ca43b	EGAR00001219089	ESAD-UK	LP6005333-DNA_A03.bam	105910000000	LP6005333-DNA_A03	88248e38d3b38bb681619313d6a2a9f7	EGAX00001207531
EGAF00001179992	EGAD00001003842	EGAN00001391397		d500109772c85b415595a000b2460a69	EGAR00001436379	ESAD-UK	LP6008201-DNA_A01.bam	50793101074	LP6008201-DNA_A01	b07bf0e0870f592cd6bb8bdbad4a0ef3	EGAX00001399270
EGAF00000525478	EGAD00001003842	EGAN00001198386		22aa5f672597cc19bb352156f8360291	EGAR00001193133	ESAD-UK	LP6005690-DNA_A02.bam	166440000000	LP6005690-DNA_A02	11d7a9cd8e09a4a085fdfe04ccedd066	EGAX00001187911
EGAF00000525232	EGAD00001003842	EGAN00001198186		aa4f8b0642a6b1be67a262bd29c27c9c	EGAR00001192968	ESAD-UK	LP6005408-DNA_C04.bam	115101000000	LP6005408-DNA_C04	936fbd71d11045f203371317491e28ff	EGAX00001187746
EGAF00000525469	EGAD00001003842	EGAN00001198377		f6b1229f932719f49d43fe40b185ae47	EGAR00001193124	ESAD-UK	LP6005690-DNA_G02.bam	253038000000	LP6005690-DNA_G02	745379ddf3c8bc6e05f42b18ae0ca7ab	EGAX00001187902
